,policy,perf,cost,risk,policy_num
3750,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,15
3751,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,15
3752,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,15
3753,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,16
3754,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,16
3755,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,16
3756,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",559.25,380500,0.10005,14
3757,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",559.25,380500,0.10005,14
3758,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",559.25,380500,0.10005,14
3759,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,380500,0.10005,15
3760,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,380500,0.10005,15
3761,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,380500,0.10005,15
3762,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,15
3763,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,15
3764,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,15
3765,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,16
3766,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,16
3767,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,16
3768,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",559.25,380500,0.10005,14
3769,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",559.25,380500,0.10005,14
3770,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",559.25,380500,0.10005,14
3771,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,380500,0.10005,15
3772,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,380500,0.10005,15
3773,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,380500,0.10005,15
3774,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,15
3775,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,15
3776,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,15
3777,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,380500,0.10005,16
3778,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,380500,0.10005,16
3779,"['Crop', 'Animal', 'Resources', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Blockchain', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,380500,0.10005,16
3780,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3781,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3782,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3783,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3784,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3785,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3786,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3787,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3788,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3789,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3790,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3791,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3792,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3793,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3794,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3795,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3796,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3797,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3798,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3799,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3800,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3801,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3802,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3803,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3804,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3805,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3806,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3807,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3808,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3809,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3810,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3811,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3812,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3813,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3814,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3815,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3816,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3817,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3818,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3819,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3820,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3821,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3822,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3823,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3824,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3825,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3826,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3827,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3828,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3829,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3830,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3831,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3832,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3833,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3834,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3835,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3836,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3837,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3838,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3839,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3840,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3841,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3842,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3843,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3844,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3845,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3846,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3847,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3848,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3849,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3850,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3851,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3852,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3853,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3854,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3855,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3856,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3857,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3858,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3859,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
3860,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,13
3861,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,14
3862,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,14
3863,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",559.25,330500,0.1009,14
3864,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",559.25,330500,0.1009,12
3865,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",559.25,330500,0.1009,12
3866,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",559.25,330500,0.1009,12
3867,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",559.25,330500,0.1009,13
3868,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",559.25,330500,0.1009,13
3869,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",559.25,330500,0.1009,13
3870,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",559.25,330500,0.1009,13
3871,"['Crop', 'Farmbeats', 'Mobile Application', 'Website', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",559.25,330500,0.1009,13
